id,lat,lng,start,end,type,sev
sto_1315083600_00217,20.988,500.499,1315083600,1315602000,3,3
vol_987973200_00105,18.943,-98.548,987973200,995749200,5,1
vol_1294437600_00106,-6.289,105.375,1294437600,1302213600,5,1
sto_1186606800_00218,20.921,500.506,1186606800,1187643600,3,2
sto_1695589200_00219,15.493,250.387,1695589200,1695848400,3,1
flo_898203600_00264,29.933,250.432,898203600,900622800,2,3
ear_1077832800_00173,-29.469,399.259,1077832800,1077832800,4,3
flo_963435600_00265,30.244,249.875,963435600,964472400,2,2
flo_1410901200_00266,49.998,300.011,1410901200,1411246800,2,1
sto_1194213600_00220,20.476,499.284,1194213600,1194472800,3,1
fir_1125867600_00333,-4.85,499.564,1125867600,1126645200,1,2
sto_937170000_00221,22.418,249.386,937170000,937774800,3,1
sto_1314824400_00222,22.208,249.623,1314824400,1315256400,3,3
fir_1594846800_00334,-36.128,400.213,1594846800,1595710800,1,2
ear_1448920800_00174,38.981,200.162,1448920800,1448920800,4,3
fir_1341090000_00335,-36.173,400.439,1341090000,1342126800,1,2
flo_1121288400_00267,30.068,250.48,1121288400,1122843600,2,3
fir_1212872400_00336,37.454,298.807,1212872400,1214082000,1,1
ear_1263765600_00175,37.81,249.907,1263765600,1263765600,4,3
flo_929134800_00268,24.492,200.275,929134800,929566800,2,1
ear_971125200_00176,-5.563,399.158,971125200,971125200,4,1
ear_866235600_00177,38.803,199.783,866235600,866235600,4,1
sto_907189200_00223,14.914,299.547,907189200,908312400,3,1
ear_1373403600_00178,28.0,299.676,1373403600,1373403600,4,3
sto_1630443600_00224,15.228,299.381,1630443600,1632085200,3,1
flo_1277067600_00269,50.1,299.856,1277067600,1279054800,2,1
sto_1792011600_00225,20.72,500.417,1792011600,1792702800,3,2
flo_1599512400_00270,32.245,301.007,1599512400,1601586000,2,1
sto_1628110800_00226,14.381,299.896,1628110800,1628629200,3,3
flo_992034000_00271,23.998,199.915,992034000,992984400,2,1
flo_1095714000_00272,23.48,200.509,1095714000,1097182800,2,1
vol_1226181600_00107,-6.106,105.335,1226181600,1233957600,5,3
ear_1704574800_00179,-29.923,399.981,1704574800,1704574800,4,3
sto_1440363600_00227,-18.112,300.982,1440363600,1440709200,3,3
sto_1417125600_00228,-19.108,300.918,1417125600,1417816800,3,2
flo_1725397200_00273,30.213,249.78,1725397200,1727038800,2,1
ear_1285707600_00180,28.406,299.475,1285707600,1285707600,4,1
sto_1379278800_00229,20.474,499.936,1379278800,1379624400,3,2
fir_1631739600_00337,37.814,250.046,1631739600,1633813200,1,1
fir_991688400_00338,36.521,299.541,991688400,995230800,1,1
flo_1501966800_00274,32.741,299.889,1501966800,1502658000,2,1
fir_1789506000_00339,59.715,600.527,1789506000,1791493200,1,1
sto_1219006800_00230,21.091,499.829,1219006800,1220821200,3,3
sto_842734800_00231,14.699,299.878,842734800,843858000,3,1
flo_1560546000_00275,31.234,301.076,1560546000,1562101200,2,1
ear_872024400_00181,-41.567,200.282,872024400,872024400,4,1
flo_1784667600_00276,50.074,300.032,1784667600,1785358800,2,1
fir_1537477200_00340,-2.282,299.526,1537477200,1538168400,1,1
flo_1149541200_00277,31.707,300.097,1149541200,1151787600,2,1
flo_1505941200_00278,50.026,300.013,1505941200,1508446800,2,1
sto_1446584400_00232,14.331,299.523,1446584400,1446843600,3,1
ear_866581200_00182,37.342,250.01,866581200,866581200,4,3
fir_1781211600_00341,-2.094,299.715,1781211600,1783890000,1,1
vol_1380661200_00108,37.971,15.09,1380661200,1380834000,5,2
ear_1255554000_00183,38.853,200.116,1255554000,1255554000,4,3
flo_967323600_00279,40.804,399.234,967323600,967496400,2,1
ear_1429131600_00184,17.3,199.035,1429131600,1429131600,4,1
fir_969742800_00342,-0.038,399.813,969742800,975704400,1,3
vol_999205200_00109,35.175,138.562,999205200,1006981200,5,1
sto_1002402000_00233,21.444,249.762,1002402000,1004130000,3,2
fir_1750280400_00343,37.221,299.767,1750280400,1753304400,1,1
ear_1327356000_00185,-30.627,399.799,1327356000,1327356000,4,1
fir_1598043600_00344,-34.906,399.216,1598043600,1600203600,1,2
fir_937774800_00345,-34.66,400.426,937774800,938379600,1,1
fir_1752354000_00346,-5.427,500.508,1752354000,1754427600,1,1
ear_928443600_00186,27.355,300.803,928443600,928443600,4,1
vol_1074895200_00110,46.421,-121.997,1074895200,1081548000,5,1
vol_864939600_00111,46.236,-122.123,864939600,867618000,5,2
dro_1331244000_00044,2.33,400.077,1331244000,1353016800,6,2
vol_1553634000_00112,31.637,130.672,1553634000,1561410000,5,1
fir_899931600_00347,-4.584,500.353,899931600,901227600,1,1
fir_1252270800_00348,37.827,299.871,1252270800,1255035600,1,1
fir_1628197200_00349,-1.197,299.476,1628197200,1631480400,1,1
vol_1664571600_00113,-0.716,-78.474,1664571600,1670619600,5,2
sto_1283374800_00234,-18.263,299.219,1283374800,1283806800,3,1
fir_1188594000_00350,59.628,600.68,1188594000,1191531600,1,2
ear_923259600_00187,28.44,299.751,923259600,923259600,4,1
fir_1032382800_00351,-4.592,500.226,1032382800,1034283600,1,1
vol_1120770000_00114,35.126,138.595,1120770000,1128546000,5,1
fir_906411600_00352,-5.234,499.443,906411600,910126800,1,2
flo_1094245200_00280,31.402,298.969,1094245200,1094504400,2,1
fir_1465938000_00353,-5.099,500.329,1465938000,1466110800,1,1
ear_1567112400_00188,27.299,300.058,1567112400,1567112400,4,1
fir_1597266000_00354,36.787,300.212,1597266000,1599080400,1,1
ear_1463864400_00189,-41.65,199.616,1463864400,1463864400,4,2
vol_861829200_00115,13.532,40.744,861829200,866840400,5,1
ear_1793739600_00190,-29.488,400.265,1793739600,1793739600,4,3
fir_1749416400_00355,0.145,399.945,1749416400,1750712400,1,3
fir_1631134800_00356,36.533,301.061,1631134800,1634590800,1,1
vol_1029877200_00116,-6.121,105.187,1029877200,1037653200,5,3
sto_1098651600_00235,14.971,300.405,1098651600,1100206800,3,1
fir_1500757200_00357,-5.288,499.736,1500757200,1502139600,1,1
dro_1012773600_00045,14.974,500.018,1012773600,1054591200,6,3
flo_1537477200_00281,50.071,300.004,1537477200,1538427600,2,1
flo_1444165200_00282,40.456,400.255,1444165200,1446670800,2,3
fir_1465074000_00358,-4.917,499.767,1465074000,1472677200,1,3
fir_1315774800_00359,38.061,299.016,1315774800,1315947600,1,1
vol_1382302800_00117,-7.619,110.26,1382302800,1390078800,5,3
flo_1567803600_00283,23.905,199.756,1567803600,1569013200,2,1
flo_1497992400_00284,49.939,300.034,1497992400,1498424400,2,1
fir_1370725200_00360,38.466,301.159,1370725200,1371157200,1,1
sto_1315256400_00236,22.175,250.747,1315256400,1316206800,3,2
flo_1350334800_00285,32.408,299.515,1350334800,1350939600,2,1
ear_1056315600_00191,36.713,149.547,1056315600,1056315600,4,1
fir_1717621200_00361,37.141,300.18,1717621200,1719090000,1,1
ear_1511643600_00192,16.146,199.825,1511643600,1511643600,4,3
fir_1343163600_00362,37.355,298.776,1343163600,1346101200,1,2
fir_1377118800_00363,-5.329,500.205,1377118800,1379106000,1,1
flo_1602795600_00286,24.531,199.628,1602795600,1604350800,2,1
sto_1193868000_00237,15.476,300.14,1193868000,1194472800,3,2
ear_1094763600_00193,27.787,300.427,1094763600,1094763600,4,3
fir_1783544400_00364,-5.408,499.777,1783544400,1786050000,1,2
flo_1024434000_00287,31.784,299.811,1024434000,1025384400,2,3
flo_1628542800_00288,49.898,300.092,1628542800,1630875600,2,1
fir_1436475600_00365,-0.127,400.075,1436475600,1438117200,1,1
fir_929480400_00366,-4.476,500.573,929480400,932763600,1,1
flo_1129928400_00289,-8.241,300.375,1129928400,1132520400,2,1
sto_1407618000_00238,14.712,300.558,1407618000,1409000400,3,3
flo_1780952400_00290,31.502,300.409,1780952400,1782162000,2,1
sto_968446800_00239,20.15,500.484,968446800,970261200,3,2
sto_1379019600_00240,14.691,249.629,1379019600,1380488400,3,3
ear_1263852000_00194,36.075,249.828,1263852000,1263852000,4,2
flo_1759266000_00291,31.857,299.818,1759266000,1759438800,2,1
flo_1184878800_00292,39.813,400.37,1184878800,1186434000,2,1
sto_1290808800_00241,14.292,250.632,1290808800,1291068000,3,2
fir_1411419600_00367,-0.993,299.06,1411419600,1413061200,1,1
fir_1026939600_00368,0.03,400.005,1026939600,1030827600,1,2
flo_1119733200_00293,39.359,399.738,1119733200,1121634000,2,1
sto_936651600_00242,15.585,300.541,936651600,938293200,3,3
fir_1311714000_00369,37.978,249.797,1311714000,1313960400,1,1
ear_1752094800_00195,39.203,200.132,1752094800,1752094800,4,2
sto_1568581200_00243,19.161,500.662,1568581200,1570222800,3,1
fir_1213477200_00370,36.507,300.018,1213477200,1215723600,1,2
flo_1119301200_00294,23.649,199.289,1119301200,1121029200,2,1
sto_1731099600_00244,22.742,249.238,1731099600,1732568400,3,3
fir_1212699600_00371,38.141,250.001,1212699600,1215637200,1,1
flo_1092344400_00295,-8.046,300.034,1092344400,1092862800,2,2
ear_1753218000_00196,-42.385,199.898,1753218000,1753218000,4,1
flo_1192827600_00296,-8.018,300.308,1192827600,1194555600,2,1
fir_1315688400_00372,36.739,300.851,1315688400,1316293200,1,1
dro_1735765200_00046,-33.031,301.149,1735765200,1780693200,6,3
sto_1438808400_00245,15.625,299.61,1438808400,1440018000,3,2
sto_1100469600_00246,22.595,249.743,1100469600,1101247200,3,1
fir_898376400_00373,-0.122,400.131,898376400,899499600,1,2
fir_1402434000_00374,36.83,299.018,1402434000,1404766800,1,1
ear_1490994000_00197,-42.966,198.947,1490994000,1490994000,4,2
vol_1425592800_00118,13.404,40.4,1425592800,1433368800,5,3
vol_1242594000_00119,-6.328,105.596,1242594000,1244840400,5,1
flo_1755032400_00297,24.165,199.683,1755032400,1755982800,2,1
fir_1691874000_00375,-2.709,299.493,1691874000,1693256400,1,1
sto_876776400_00247,14.888,299.318,876776400,877035600,3,3
flo_1496869200_00298,23.415,200.088,1496869200,1499115600,2,2
ear_1409605200_00198,-5.333,398.928,1409605200,1409605200,4,2
fir_874443600_00376,37.992,249.83,874443600,875048400,1,2
flo_1748725200_00299,29.752,250.509,1748725200,1748898000,2,3
ear_1602536400_00199,28.275,300.416,1602536400,1602536400,4,2
flo_939675600_00300,40.114,400.137,939675600,941058000,2,1
flo_1571432400_00301,23.575,199.236,1571432400,1572728400,2,1
ear_999810000_00200,35.324,151.057,999810000,999810000,4,2
flo_1222030800_00302,50.042,299.92,1222030800,1223845200,2,1
fir_1720990800_00377,-5.474,500.367,1720990800,1722978000,1,2
vol_1166133600_00120,-21.212,55.94,1166133600,1173909600,5,2
flo_1792098000_00303,50.001,299.861,1792098000,1794171600,2,3
fir_1023829200_00378,-34.09,400.065,1023829200,1026939600,1,1
ear_1740430800_00201,-3.967,400.495,1740430800,1740430800,4,3
fir_872715600_00379,-2.966,299.469,872715600,873234000,1,1
flo_1505682000_00304,29.855,249.336,1505682000,1506286800,2,1
flo_1724706000_00305,50.071,300.136,1724706000,1726952400,2,3
ear_1700254800_00202,35.444,150.397,1700254800,1700254800,4,2
ear_1780088400_00203,-4.335,400.133,1780088400,1780088400,4,1
sto_1794690000_00248,21.882,249.872,1794690000,1795381200,3,1
vol_1786654800_00121,19.63,-155.417,1786654800,1792789200,5,1
dro_1076277600_00047,-19.816,299.926,1076277600,1138485600,6,2
sto_1694725200_00249,-19.098,299.498,1694725200,1695675600,3,2
flo_1030914000_00306,29.416,249.794,1030914000,1032555600,2,2
fir_1596920400_00380,38.02,250.207,1596920400,1598389200,1,1
fir_928616400_00381,-0.117,400.154,928616400,929912400,1,2
ear_906498000_00204,17.834,199.543,906498000,906498000,4,3
dro_1516395600_00048,15.016,500.037,1516395600,1571950800,6,3
fir_1029704400_00382,38.414,300.14,1029704400,1031086800,1,1
ear_1221166800_00205,27.351,299.872,1221166800,1221166800,4,1
ear_1350853200_00206,16.135,199.165,1350853200,1350853200,4,2
sto_840488400_00250,19.692,499.434,840488400,842302800,3,2
flo_1783890000_00307,-8.202,299.993,1783890000,1785013200,2,1
fir_1784408400_00383,-0.126,400.109,1784408400,1784840400,1,2
sto_1629406800_00251,-17.473,300.101,1629406800,1631048400,3,1
sto_1159218000_00252,22.297,250.571,1159218000,1160082000,3,1
flo_1568235600_00308,29.766,250.688,1568235600,1569618000,2,2
sto_1636318800_00253,14.44,299.761,1636318800,1637787600,3,2
ear_1397422800_00207,-30.552,400.382,1397422800,1397422800,4,3
sto_974757600_00254,14.749,249.301,974757600,976399200,3,1
fir_1600894800_00384,-33.996,398.508,1600894800,1602363600,1,1
ear_923778000_00208,27.279,299.418,923778000,923778000,4,1
vol_1608757200_00122,-8.152,112.687,1608757200,1614114000,5,2
fir_903128400_00385,-1.175,300.219,903128400,903387600,1,2
sto_1564952400_00255,22.342,250.043,1564952400,1565643600,3,1
sto_1351112400_00256,15.276,249.915,1351112400,1351803600,3,2
fir_1694293200_00386,-4.512,499.978,1694293200,1697144400,1,1
flo_1563051600_00309,39.265,400.858,1563051600,1565643600,2,3
sto_1100469600_00257,-18.418,299.603,1100469600,1101506400,3,2
fir_1088888400_00387,-5.528,499.684,1088888400,1097528400,1,3
ear_1584565200_00209,-29.387,399.397,1584565200,1584565200,4,2
flo_1568667600_00310,23.788,199.591,1568667600,1569963600,2,3
flo_1252443600_00311,24.351,200.785,1252443600,1255035600,2,1
fir_1563915600_00388,-5.25,500.479,1563915600,1564434000,1,1
fir_1533157200_00389,-4.758,499.837,1533157200,1533589200,1,1
vol_1610571600_00123,-21.228,55.517,1610571600,1618347600,5,1
vol_1352930400_00124,45.934,-122.417,1352930400,1357855200,5,1
fir_1024261200_00390,-35.041,399.037,1024261200,1025038800,1,1
ear_1685653200_00210,-5.142,399.977,1685653200,1685653200,4,1
flo_1319230800_00312,32.225,300.3,1319230800,1320354000,2,1
vol_1507064400_00125,13.455,40.54,1507064400,1514840400,5,3
sto_1257890400_00258,-18.043,298.951,1257890400,1258927200,3,2
flo_1216933200_00313,40.057,400.339,1216933200,1219006800,2,1
ear_861397200_00211,-41.685,200.674,861397200,861397200,4,1
vol_1277931600_00126,-21.289,55.749,1277931600,1283720400,5,2
flo_1562792400_00314,29.906,249.651,1562792400,1564261200,2,1
fir_1592600400_00391,59.837,600.151,1592600400,1593810000,1,1
fir_1597179600_00392,37.81,250.102,1597179600,1597698000,1,2
sto_1669582800_00259,14.975,300.215,1669582800,1670274000,3,1
fir_1780347600_00393,-33.905,399.481,1780347600,1781730000,1,1
ear_880236000_00212,37.004,250.861,880236000,880236000,4,1
fir_1473022800_00394,-1.61,298.885,1473022800,1475182800,1,2
vol_1408395600_00127,13.376,40.404,1408395600,1408914000,5,1
ear_1374094800_00213,-29.475,399.868,1374094800,1374094800,4,1
flo_1023570000_00315,31.852,300.557,1023570000,1024952400,2,1
sto_1100037600_00260,22.339,250.762,1100037600,1101765600,3,3
sto_1597438800_00261,19.725,501.334,1597438800,1598648400,3,3
dro_921016800_00049,2.181,399.959,921016800,978559200,6,3
flo_1789765200_00316,-8.343,300.337,1789765200,1792270800,2,1
fir_873752400_00395,38.134,250.011,873752400,875048400,1,2
ear_1667941200_00214,-29.399,399.717,1667941200,1667941200,4,2
sto_1164232800_00262,-17.336,300.119,1164232800,1165096800,3,1
sto_1596661200_00263,14.431,300.116,1596661200,1597266000,3,1
fir_1311195600_00396,-35.166,401.453,1311195600,1313614800,1,1
flo_1251061200_00317,-8.27,300.068,1251061200,1251493200,2,1
sto_971730000_00264,-18.4,301.013,971730000,972421200,3,1
ear_1475614800_00215,16.965,200.523,1475614800,1475614800,4,1
ear_1491166800_00216,-29.564,399.678,1491166800,1491166800,4,1
fir_1529269200_00397,36.433,301.234,1529269200,1530392400,1,2
fir_1720731600_00398,37.988,249.843,1720731600,1723842000,1,1
vol_1423692000_00128,18.903,-98.363,1423692000,1431468000,5,2
flo_907534800_00318,30.548,250.089,907534800,908226000,2,2
fir_1473541200_00399,-35.632,398.775,1473541200,1476824400,1,2
ear_1692219600_00217,39.294,200.173,1692219600,1692219600,4,3
fir_962830800_00400,-2.556,299.322,962830800,970866000,1,3
fir_1252616400_00401,36.644,301.118,1252616400,1255122000,1,1
ear_1366146000_00218,35.87,150.306,1366146000,1366146000,4,3
ear_1123189200_00219,16.944,199.195,1123189200,1123189200,4,3
ear_1514149200_00220,-30.441,399.909,1514149200,1514149200,4,3
fir_1598216400_00402,60.274,599.33,1598216400,1600808400,1,2
sto_1037052000_00265,19.725,499.132,1037052000,1037311200,3,2
fir_1750366800_00403,-4.815,499.487,1750366800,1757192400,1,3
sto_1471554000_00266,22.165,249.072,1471554000,1472504400,3,2
ear_1514494800_00221,-40.45,200.476,1514494800,1514494800,4,1
sto_1538082000_00267,-17.308,298.799,1538082000,1538686800,3,1
fir_1151442000_00404,-1.283,298.938,1151442000,1151787600,1,2
dro_1709672400_00050,-31.595,300.716,1709672400,1745442000,6,3
vol_840488400_00129,-5.98,105.337,840488400,848264400,5,3
flo_965250000_00319,-8.122,300.362,965250000,966805200,2,2
fir_1124312400_00405,37.881,250.003,1124312400,1124398800,1,1
flo_928616400_00320,50.091,299.871,928616400,928962000,2,3
fir_1029358800_00406,38.05,249.78,1029358800,1029445200,1,1
ear_1090875600_00222,36.416,149.548,1090875600,1090875600,4,3
flo_1248642000_00321,30.26,249.531,1248642000,1249678800,2,1
vol_1442696400_00130,19.669,-155.43,1442696400,1448571600,5,1
flo_1467406800_00322,49.963,300.085,1467406800,1469826000,2,1
sto_1475787600_00268,20.089,499.217,1475787600,1476997200,3,3
dro_1578517200_00051,-20.297,299.694,1578517200,1631653200,6,2
fir_1310677200_00407,-4.493,500.48,1310677200,1311714000,1,2
flo_1472331600_00323,30.2,250.584,1472331600,1472763600,2,1
fir_1121374800_00408,59.702,600.308,1121374800,1123362000,1,1
ear_1635714000_00223,-41.036,199.843,1635714000,1635714000,4,3
flo_1217624400_00324,40.401,400.237,1217624400,1219611600,2,1
vol_973116000_00131,-21.005,55.976,973116000,980892000,5,3
ear_1055970000_00224,28.141,299.413,1055970000,1055970000,4,3
dro_1488056400_00052,-19.728,299.509,1488056400,1507323600,6,2
vol_1310331600_00132,-7.643,110.606,1310331600,1318107600,5,3
fir_899845200_00409,37.157,300.748,899845200,901573200,1,1
flo_841957200_00325,-7.816,299.846,841957200,843080400,2,2
flo_1663880400_00326,-7.924,300.239,1663880400,1665090000,2,1
vol_1009404000_00133,37.549,15.164,1009404000,1017180000,5,2
vol_1665435600_00134,13.694,40.903,1665435600,1673211600,5,3
fir_994885200_00410,60.306,600.978,994885200,998254800,1,1
flo_1058302800_00327,24.179,200.471,1058302800,1060203600,2,3
fir_1123880400_00411,59.266,599.759,1123880400,1124744400,1,1
flo_1339707600_00328,32.909,299.821,1339707600,1341694800,2,1
flo_996958800_00329,-7.713,299.698,996958800,997131600,2,2
flo_1591736400_00330,29.384,250.224,1591736400,1593032400,2,2
ear_1457820000_00225,37.265,250.893,1457820000,1457820000,4,2
sto_1385589600_00269,-16.937,298.99,1385589600,1386972000,3,1
fir_1663102800_00412,-5.485,499.741,1663102800,1665954000,1,1
fir_1502226000_00413,36.705,300.099,1502226000,1505595600,1,1
sto_1286658000_00270,14.942,300.501,1286658000,1286917200,3,1
sto_902264400_00271,15.368,250.057,902264400,902955600,3,1
sto_1762030800_00272,21.363,250.29,1762030800,1762894800,3,2
flo_1224795600_00331,39.823,399.581,1224795600,1225227600,2,2
vol_1080766800_00135,63.523,-19.682,1080766800,1086469200,5,1
ear_1628542800_00226,28.704,300.513,1628542800,1628542800,4,1
flo_1599598800_00332,39.685,400.845,1599598800,1600290000,2,1
ear_1384725600_00227,39.001,199.669,1384725600,1384725600,4,3
fir_1095627600_00414,59.472,600.587,1095627600,1097182800,1,2
sto_1445634000_00273,15.377,300.752,1445634000,1446066000,3,1
ear_1371157200_00228,28.204,299.701,1371157200,1371157200,4,2
flo_1310936400_00333,31.696,299.873,1310936400,1313096400,2,1
sto_1479416400_00274,14.846,250.294,1479416400,1479848400,3,1
fir_1283288400_00415,0.175,399.946,1283288400,1285102800,1,1
sto_1602968400_00275,-18.334,299.822,1602968400,1603227600,3,3
dro_1199656800_00053,2.281,399.716,1199656800,1215986400,6,2
dro_1235512800_00054,-19.81,299.62,1235512800,1291932000,6,3
fir_1723842000_00416,37.912,250.124,1723842000,1727557200,1,2
flo_994971600_00334,29.993,249.947,994971600,996354000,2,2
sto_1226613600_00276,15.417,250.286,1226613600,1227132000,3,2
sto_1446325200_00277,-18.621,300.285,1446325200,1446757200,3,2
fir_1568754000_00417,38.05,250.084,1568754000,1570222800,1,3
fir_1752181200_00418,-35.113,400.687,1752181200,1754859600,1,1
fir_1280091600_00419,38.133,300.097,1280091600,1283461200,1,1
flo_1064350800_00335,-7.72,299.913,1064350800,1064955600,2,1
fir_1693688400_00420,37.106,300.234,1693688400,1696366800,1,1
vol_1679605200_00136,-7.993,112.683,1679605200,1687381200,5,3
sto_1660251600_00278,22.031,249.577,1660251600,1661547600,3,1
vol_996008400_00137,46.281,-122.235,996008400,998341200,5,1
ear_1749762000_00229,37.568,249.605,1749762000,1749762000,4,2
ear_925246800_00230,36.509,150.424,925246800,925246800,4,2
ear_1288472400_00231,38.901,200.138,1288472400,1288472400,4,3
sto_1066510800_00279,-19.046,299.064,1066510800,1066770000,3,2
fir_1501880400_00421,-0.123,400.056,1501880400,1504386000,1,1
sto_843080400_00280,20.252,500.971,843080400,843944400,3,2
sto_1227132000_00281,14.785,250.016,1227132000,1228773600,3,2
dro_1676926800_00055,-31.772,300.003,1676926800,1718139600,6,3
fir_1781125200_00422,37.993,249.993,1781125200,1784840400,1,1
fir_1029445200_00423,-35.591,400.856,1029445200,1033074000,1,2
vol_1562360400_00138,-8.374,113.074,1562360400,1567458000,5,1
flo_1098046800_00336,23.835,199.249,1098046800,1098392400,2,1
sto_1067115600_00282,14.364,300.693,1067115600,1067979600,3,1
sto_1380747600_00283,19.364,500.588,1380747600,1381698000,3,1
ear_1248987600_00232,38.039,248.914,1248987600,1248987600,4,1
sto_1154898000_00284,-18.051,298.955,1154898000,1155243600,3,2
flo_1128114000_00337,29.618,250.062,1128114000,1129582800,2,1
ear_1730062800_00233,37.563,249.831,1730062800,1730062800,4,1
sto_1315688400_00285,21.202,250.465,1315688400,1316638800,3,1
flo_1508187600_00338,-7.856,299.694,1508187600,1509051600,2,1
flo_1309899600_00339,40.02,400.339,1309899600,1311368400,2,3
flo_1373144400_00340,31.196,300.829,1373144400,1375131600,2,1
ear_1571259600_00234,36.417,150.486,1571259600,1571259600,4,2
vol_1041804000_00139,31.618,130.434,1041804000,1046124000,5,3
ear_1551474000_00235,-30.143,400.514,1551474000,1551474000,4,3
ear_1250197200_00236,38.829,199.827,1250197200,1250197200,4,2
ear_1377464400_00237,17.092,200.157,1377464400,1377464400,4,3
vol_1018472400_00140,38.003,14.909,1018472400,1026248400,5,2
fir_839970000_00424,-0.107,400.067,839970000,842043600,1,1
flo_1691096400_00341,50.065,300.093,1691096400,1692478800,2,2
fir_1600808400_00425,-0.007,400.092,1600808400,1601067600,1,1
sto_876344400_00286,19.485,500.289,876344400,876862800,3,1
flo_1601154000_00342,31.229,299.163,1601154000,1602190800,2,2
fir_1408309200_00426,-5.08,499.923,1408309200,1410123600,1,1
fir_1535403600_00427,38.277,299.326,1535403600,1539291600,1,2
ear_1472677200_00238,36.683,150.079,1472677200,1472677200,4,2
dro_921362400_00056,33.494,299.423,921362400,941493600,6,2
flo_1182200400_00343,30.376,250.483,1182200400,1183755600,2,1
fir_1408568400_00428,38.148,249.921,1408568400,1410210000,1,1
fir_1687122000_00429,36.475,299.299,1687122000,1689973200,1,1
sto_1290549600_00287,20.59,500.722,1290549600,1291500000,3,2
flo_1567285200_00344,39.76,400.3,1567285200,1569358800,2,1
fir_967410000_00430,38.13,249.78,967410000,969829200,1,1
sto_1761166800_00288,15.051,250.281,1761166800,1762981200,3,1
fir_1435179600_00431,-2.729,299.542,1435179600,1438203600,1,1
flo_1028581200_00345,23.72,199.654,1028581200,1029272400,2,1
fir_936133200_00432,-34.274,398.544,936133200,938638800,1,2
ear_1385503200_00239,36.259,150.133,1385503200,1385503200,4,1
sto_938206800_00289,15.55,300.507,938206800,939848400,3,3
vol_1268949600_00141,63.687,-19.464,1268949600,1276725600,5,1
fir_1788210000_00433,36.852,300.35,1788210000,1788901200,1,1
ear_1330552800_00240,28.699,299.301,1330552800,1330552800,4,3
flo_1631739600_00346,-7.856,299.584,1631739600,1633640400,2,1
dro_821829600_00057,33.917,299.19,821829600,879544800,6,2
fir_1691787600_00434,-0.011,399.808,1691787600,1692997200,1,1
ear_1034715600_00241,27.504,300.762,1034715600,1034715600,4,3
fir_1472245200_00435,36.88,301.173,1472245200,1474491600,1,1
flo_967842000_00347,23.727,200.728,967842000,970347600,2,1
ear_1135634400_00242,-29.557,400.727,1135634400,1135634400,4,1
fir_960584400_00436,59.936,599.823,960584400,963090000,1,2
vol_1337893200_00142,18.819,-98.522,1337893200,1345669200,5,1
flo_963003600_00348,-8.239,299.941,963003600,964558800,2,1
ear_1173996000_00243,27.671,300.201,1173996000,1173996000,4,1
sto_1414184400_00290,15.334,249.931,1414184400,1415826000,3,1
flo_1569013200_00349,32.319,300.182,1569013200,1569272400,2,3
fir_1000155600_00437,-36.295,400.415,1000155600,1001538000,1,2
flo_1279141200_00350,31.381,300.846,1279141200,1280350800,2,3
sto_1157749200_00291,14.669,299.757,1157749200,1158872400,3,2
vol_1766005200_00143,-21.214,55.812,1766005200,1773608400,5,3
fir_931986000_00438,-2.279,300.34,931986000,934664400,1,3
fir_1372366800_00439,-0.074,400.155,1372366800,1374786000,1,1
fir_1054933200_00440,-1.086,301.193,1054933200,1058734800,1,1
flo_1633986000_00351,50.076,300.02,1633986000,1634245200,2,1
sto_1663448400_00292,-18.751,299.113,1663448400,1664312400,3,2
sto_1226786400_00293,19.481,501.242,1226786400,1227823200,3,3
fir_1022965200_00441,-4.46,500.31,1022965200,1024693200,1,1
fir_1216587600_00442,60.581,600.55,1216587600,1217970000,1,2
sto_973288800_00294,20.783,498.838,973288800,974239200,3,3
sto_840229200_00295,19.311,499.033,840229200,841352400,3,2
fir_1378328400_00443,0.035,399.889,1378328400,1379019600,1,1
dro_1643922000_00058,32.243,298.953,1643922000,1685394000,6,2
sto_1602104400_00296,21.862,249.295,1602104400,1603659600,3,2
fir_1315947600_00444,0.037,400.041,1315947600,1319662800,1,1
fir_1471122000_00445,-2.455,300.536,1471122000,1472590800,1,1
fir_1410123600_00446,-4.549,500.498,1410123600,1411506000,1,2
sto_1225576800_00297,14.328,299.491,1225576800,1227391200,3,1
sto_1417039200_00298,14.898,300.597,1417039200,1418248800,3,2
ear_1472590800_00244,16.732,200.126,1472590800,1472590800,4,2
vol_1431637200_00144,13.765,40.823,1431637200,1439413200,5,1
fir_1624482000_00447,-36.269,401.373,1624482000,1626814800,1,1
vol_1172440800_00145,-1.348,29.153,1172440800,1178575200,5,3
ear_1192914000_00245,17.076,198.968,1192914000,1192914000,4,3
sto_1701118800_00299,-17.666,300.626,1701118800,1701810000,3,3
flo_1119560400_00352,50.065,300.105,1119560400,1121979600,2,1
flo_1694466000_00353,49.999,299.902,1694466000,1695330000,2,1
flo_1034197200_00354,32.505,301.051,1034197200,1034629200,2,1
sto_1028322000_00300,-18.459,300.156,1028322000,1028754000,3,1
vol_1301950800_00146,46.148,-122.338,1301950800,1309726800,5,2
flo_1629406800_00355,29.5,250.664,1629406800,1631998800,2,2
fir_1087333200_00448,-35.153,398.586,1087333200,1091048400,1,1
sto_965854800_00301,19.404,499.258,965854800,966632400,3,3
fir_1031259600_00449,37.993,249.972,1031259600,1034456400,1,1
sto_1634158800_00302,-17.125,301.246,1634158800,1635368400,3,2
